company,percentage,demographics,job_category
Google,5.2,Hispanic_or_Latino,All Workers
HPE,5.7,Hispanic_or_Latino,All Workers
MobileIron,5.7,Hispanic_or_Latino,All Workers
Square,5.9,Hispanic_or_Latino,All Workers
23andMe,6.4,Hispanic_or_Latino,All Workers
PayPal,6.4,Hispanic_or_Latino,All Workers
Airbnb,6.5,Hispanic_or_Latino,All Workers
Lyft,7,Hispanic_or_Latino,All Workers
HP Inc.,8,Hispanic_or_Latino,All Workers
Intel,8.1,Hispanic_or_Latino,All Workers
Intuit,8.4,Hispanic_or_Latino,All Workers
Sanmina,11.4,Hispanic_or_Latino,All Workers
Apple,12.3,Hispanic_or_Latino,All Workers
Nvidia,42.9,White,All Workers
Intel,49.7,White,All Workers
Pinterest,50.2,White,All Workers
Facebook,51.8,White,All Workers
MobileIron,52.4,White,All Workers
eBay,52.7,White,All Workers
Uber,53.3,White,All Workers
LinkedIn,53.5,White,All Workers
Cisco,54.2,White,All Workers
Intuit,54.2,White,All Workers
PayPal,55.8,White,All Workers
Apple,56.1,White,All Workers
View,56.5,White,All Workers
Airbnb,56.6,White,All Workers
Google,56.9,White,All Workers
Sanmina,57.8,White,All Workers
Twitter,58.6,White,All Workers
Square,60.2,White,All Workers
23andMe,62.6,White,All Workers
NetApp,63.7,White,All Workers
Lyft,64.1,White,All Workers
Adobe,66.4,White,All Workers
Salesforce,66.6,White,All Workers
HPE,72.7,White,All Workers
HP Inc.,73.9,White,All Workers
Nvidia,1,Black_or_African_American,All Workers
Adobe,1.6,Black_or_African_American,All Workers
23andMe,1.7,Black_or_African_American,All Workers
MobileIron,1.8,Black_or_African_American,All Workers
Pinterest,2.1,Black_or_African_American,All Workers
eBay,2.2,Black_or_African_American,All Workers
Facebook,2.3,Black_or_African_American,All Workers
Salesforce,2.3,Black_or_African_American,All Workers
Google,2.4,Black_or_African_American,All Workers
LinkedIn,2.5,Black_or_African_American,All Workers
Twitter,2.6,Black_or_African_American,All Workers
Airbnb,2.9,Black_or_African_American,All Workers
NetApp,3.2,Black_or_African_American,All Workers
Cisco,3.4,Black_or_African_American,All Workers
HP Inc.,3.8,Black_or_African_American,All Workers
Intel,3.9,Black_or_African_American,All Workers
Intuit,4,Black_or_African_American,All Workers
Uber,4.8,Black_or_African_American,All Workers
Square,4.9,Black_or_African_American,All Workers
Sanmina,6.3,Black_or_African_American,All Workers
Lyft,6.7,Black_or_African_American,All Workers
HPE,7.2,Black_or_African_American,All Workers
PayPal,8.4,Black_or_African_American,All Workers
Apple,9.2,Black_or_African_American,All Workers
View,15.4,Black_or_African_American,All Workers
HP Inc.,12.3,Asian,All Workers
HPE,12.8,Asian,All Workers
Lyft,18.4,Asian,All Workers
Apple,19.5,Asian,All Workers
View,20.7,Asian,All Workers
Sanmina,23.4,Asian,All Workers
23andMe,23.6,Asian,All Workers
Salesforce,24.3,Asian,All Workers
Square,24.4,Asian,All Workers
Adobe,25.7,Asian,All Workers
NetApp,27.5,Asian,All Workers
PayPal,27.8,Asian,All Workers
Intuit,30,Asian,All Workers
Airbnb,30.4,Asian,All Workers
Twitter,31.5,Asian,All Workers
Google,33.5,Asian,All Workers
Uber,33.7,Asian,All Workers
Intel,35.9,Asian,All Workers
Cisco,36,Asian,All Workers
LinkedIn,36.7,Asian,All Workers
MobileIron,37.7,Asian,All Workers
Facebook,38.3,Asian,All Workers
eBay,39.4,Asian,All Workers
Pinterest,39.6,Asian,All Workers
Nvidia,52.1,Asian,All Workers
View,17,Female_total,All Workers
Nvidia,17.2,Female_total,All Workers
NetApp,24,Female_total,All Workers
Intel,26,Female_total,All Workers
Cisco,26.2,Female_total,All Workers
Google,29.2,Female_total,All Workers
Uber,29.5,Female_total,All Workers
Apple,30.7,Female_total,All Workers
MobileIron,30.8,Female_total,All Workers
HP Inc.,31,Female_total,All Workers
Facebook,31.7,Female_total,All Workers
Salesforce,31.9,Female_total,All Workers
Adobe,32.2,Female_total,All Workers
HPE,33.1,Female_total,All Workers
Square,34.6,Female_total,All Workers
Twitter,35.4,Female_total,All Workers
eBay,35.9,Female_total,All Workers
Sanmina,39,Female_total,All Workers
LinkedIn,40.2,Female_total,All Workers
Lyft,42.5,Female_total,All Workers
Airbnb,42.9,Female_total,All Workers
Intuit,42.9,Female_total,All Workers
PayPal,42.9,Female_total,All Workers
Pinterest,43.1,Female_total,All Workers
23andMe,50.2,Female_total,All Workers
Nvidia,4.8,White_female,All Workers
View,8.5,White_female,All Workers
MobileIron,10.9,White_female,All Workers
Intel,11,White_female,All Workers
NetApp,12.7,White_female,All Workers
Cisco,12.9,White_female,All Workers
Google,14.9,White_female,All Workers
Uber,15.1,White_female,All Workers
Facebook,15.1,White_female,All Workers
Apple,15.8,White_female,All Workers
Adobe,18.7,White_female,All Workers
Square,19,White_female,All Workers
eBay,19.6,White_female,All Workers
Twitter,20.3,White_female,All Workers
Salesforce,20.5,White_female,All Workers
HP Inc.,22,White_female,All Workers
Sanmina,22.8,White_female,All Workers
LinkedIn,22.9,White_female,All Workers
Intuit,23,White_female,All Workers
HPE,23.2,White_female,All Workers
PayPal,24,White_female,All Workers
Pinterest,24.2,White_female,All Workers
Airbnb,24.9,White_female,All Workers
Lyft,27.6,White_female,All Workers
23andMe,28.3,White_female,All Workers
HPE,4,Asian_female,All Workers
HP Inc.,4.4,Asian_female,All Workers
Apple,5.9,Asian_female,All Workers
Lyft,6.3,Asian_female,All Workers
View,6.5,Asian_female,All Workers
Salesforce,8.1,Asian_female,All Workers
NetApp,8.5,Asian_female,All Workers
Uber,8.8,Asian_female,All Workers
Square,9.2,Asian_female,All Workers
Sanmina,9.4,Asian_female,All Workers
PayPal,9.9,Asian_female,All Workers
Cisco,10,Asian_female,All Workers
Adobe,10.1,Asian_female,All Workers
Google,10.8,Asian_female,All Workers
Intel,10.9,Asian_female,All Workers
Twitter,10.9,Asian_female,All Workers
Nvidia,11.1,Asian_female,All Workers
Airbnb,11.7,Asian_female,All Workers
Intuit,12.3,Asian_female,All Workers
Facebook,12.5,Asian_female,All Workers
eBay,12.5,Asian_female,All Workers
LinkedIn,13,Asian_female,All Workers
23andMe,13.1,Asian_female,All Workers
Pinterest,14.6,Asian_female,All Workers
MobileIron,16.6,Asian_female,All Workers
Nvidia,0.3,Black_or_African_American_female,All Workers
Adobe,0.5,Black_or_African_American_female,All Workers
Salesforce,0.8,Black_or_African_American_female,All Workers
Pinterest,0.8,Black_or_African_American_female,All Workers
MobileIron,0.8,Black_or_African_American_female,All Workers
Twitter,0.9,Black_or_African_American_female,All Workers
23andMe,1,Black_or_African_American_female,All Workers
Facebook,1,Black_or_African_American_female,All Workers
Google,1,Black_or_African_American_female,All Workers
Intel,1,Black_or_African_American_female,All Workers
eBay,1,Black_or_African_American_female,All Workers
LinkedIn,1.1,Black_or_African_American_female,All Workers
NetApp,1.1,Black_or_African_American_female,All Workers
Cisco,1.2,Black_or_African_American_female,All Workers
Airbnb,1.3,Black_or_African_American_female,All Workers
View,1.3,Black_or_African_American_female,All Workers
HP Inc.,1.4,Black_or_African_American_female,All Workers
Square,2,Black_or_African_American_female,All Workers
Intuit,2.2,Black_or_African_American_female,All Workers
Uber,2.5,Black_or_African_American_female,All Workers
Sanmina,3,Black_or_African_American_female,All Workers
HPE,3.4,Black_or_African_American_female,All Workers
Apple,3.8,Black_or_African_American_female,All Workers
Lyft,3.8,Black_or_African_American_female,All Workers
PayPal,5.2,Black_or_African_American_female,All Workers
View,0.4,Hispanic_or_Latino_female,All Workers
Nvidia,0.8,Hispanic_or_Latino_female,All Workers
NetApp,1.3,Hispanic_or_Latino_female,All Workers
Salesforce,1.4,Hispanic_or_Latino_female,All Workers
MobileIron,1.6,Hispanic_or_Latino_female,All Workers
Pinterest,1.7,Hispanic_or_Latino_female,All Workers
Google,1.7,Hispanic_or_Latino_female,All Workers
Cisco,1.7,Hispanic_or_Latino_female,All Workers
Twitter,1.8,Hispanic_or_Latino_female,All Workers
Uber,1.8,Hispanic_or_Latino_female,All Workers
HPE,1.9,Hispanic_or_Latino_female,All Workers
Facebook,1.9,Hispanic_or_Latino_female,All Workers
eBay,2,Hispanic_or_Latino_female,All Workers
Intel,2.1,Hispanic_or_Latino_female,All Workers
LinkedIn,2.2,Hispanic_or_Latino_female,All Workers
Adobe,2.3,Hispanic_or_Latino_female,All Workers
HP Inc.,2.6,Hispanic_or_Latino_female,All Workers
Square,2.6,Hispanic_or_Latino_female,All Workers
PayPal,3,Hispanic_or_Latino_female,All Workers
Lyft,3.1,Hispanic_or_Latino_female,All Workers
Airbnb,3.5,Hispanic_or_Latino_female,All Workers
Sanmina,3.5,Hispanic_or_Latino_female,All Workers
23andMe,3.7,Hispanic_or_Latino_female,All Workers
Intuit,3.7,Hispanic_or_Latino_female,All Workers
Apple,4.1,Hispanic_or_Latino_female,All Workers
View,8.5,Women_of_color,All Workers
HP Inc.,9,Women_of_color,All Workers
HPE,9.9,Women_of_color,All Workers
NetApp,11.3,Women_of_color,All Workers
Salesforce,11.4,Women_of_color,All Workers
Nvidia,12.3,Women_of_color,All Workers
Cisco,13.3,Women_of_color,All Workers
Adobe,13.5,Women_of_color,All Workers
Google,14.3,Women_of_color,All Workers
Uber,14.4,Women_of_color,All Workers
Lyft,14.9,Women_of_color,All Workers
Apple,14.9,Women_of_color,All Workers
Intel,15,Women_of_color,All Workers
Twitter,15.1,Women_of_color,All Workers
Square,15.6,Women_of_color,All Workers
Sanmina,16.2,Women_of_color,All Workers
eBay,16.3,Women_of_color,All Workers
Facebook,16.6,Women_of_color,All Workers
LinkedIn,17.3,Women_of_color,All Workers
Airbnb,17.9,Women_of_color,All Workers
PayPal,18.9,Women_of_color,All Workers
Pinterest,19,Women_of_color,All Workers
Intuit,20,Women_of_color,All Workers
MobileIron,20,Women_of_color,All Workers
23andMe,21.9,Women_of_color,All Workers
Nvidia,1.3,Underrepresented_minorities_female,All Workers
View,2,Underrepresented_minorities_female,All Workers
NetApp,2.8,Underrepresented_minorities_female,All Workers
Cisco,3.3,Underrepresented_minorities_female,All Workers
Salesforce,3.3,Underrepresented_minorities_female,All Workers
MobileIron,3.4,Underrepresented_minorities_female,All Workers
Adobe,3.4,Underrepresented_minorities_female,All Workers
Google,3.5,Underrepresented_minorities_female,All Workers
eBay,3.7,Underrepresented_minorities_female,All Workers
Intel,4,Underrepresented_minorities_female,All Workers
Facebook,4.1,Underrepresented_minorities_female,All Workers
Twitter,4.2,Underrepresented_minorities_female,All Workers
LinkedIn,4.3,Underrepresented_minorities_female,All Workers
Pinterest,4.3,Underrepresented_minorities_female,All Workers
HP Inc.,4.6,Underrepresented_minorities_female,All Workers
Uber,5.6,Underrepresented_minorities_female,All Workers
HPE,5.9,Underrepresented_minorities_female,All Workers
Airbnb,6.2,Underrepresented_minorities_female,All Workers
Square,6.4,Underrepresented_minorities_female,All Workers
Sanmina,6.8,Underrepresented_minorities_female,All Workers
Intuit,7.7,Underrepresented_minorities_female,All Workers
Lyft,8.7,Underrepresented_minorities_female,All Workers
23andMe,8.8,Underrepresented_minorities_female,All Workers
PayPal,9,Underrepresented_minorities_female,All Workers
Apple,9.1,Underrepresented_minorities_female,All Workers
HP Inc.,26.1,People_of_color,All Workers
HPE,27.3,People_of_color,All Workers
Salesforce,33.4,People_of_color,All Workers
Adobe,33.6,People_of_color,All Workers
Lyft,35.9,People_of_color,All Workers
NetApp,36.3,People_of_color,All Workers
23andMe,37.4,People_of_color,All Workers
Square,39.8,People_of_color,All Workers
Twitter,41.4,People_of_color,All Workers
Sanmina,42.2,People_of_color,All Workers
Google,43.1,People_of_color,All Workers
Airbnb,43.4,People_of_color,All Workers
View,43.5,People_of_color,All Workers
Apple,43.9,People_of_color,All Workers
PayPal,44.2,People_of_color,All Workers
Intuit,45.8,People_of_color,All Workers
Cisco,45.8,People_of_color,All Workers
LinkedIn,46.5,People_of_color,All Workers
Uber,46.7,People_of_color,All Workers
eBay,47.3,People_of_color,All Workers
MobileIron,47.6,People_of_color,All Workers
Facebook,48.2,People_of_color,All Workers
Pinterest,49.8,People_of_color,All Workers
Intel,50.3,People_of_color,All Workers
Nvidia,57.1,People_of_color,All Workers
Nvidia,5,Underrepresented_minorities,All Workers
eBay,7.9,Underrepresented_minorities,All Workers
Adobe,7.9,Underrepresented_minorities,All Workers
NetApp,8.9,Underrepresented_minorities,All Workers
Salesforce,9.1,Underrepresented_minorities,All Workers
Google,9.7,Underrepresented_minorities,All Workers
LinkedIn,9.8,Underrepresented_minorities,All Workers
Cisco,9.8,Underrepresented_minorities,All Workers
Facebook,9.9,Underrepresented_minorities,All Workers
MobileIron,9.9,Underrepresented_minorities,All Workers
Twitter,9.9,Underrepresented_minorities,All Workers
Pinterest,10.2,Underrepresented_minorities,All Workers
Uber,13,Underrepresented_minorities,All Workers
Airbnb,13,Underrepresented_minorities,All Workers
23andMe,13.8,Underrepresented_minorities,All Workers
HP Inc.,13.8,Underrepresented_minorities,All Workers
Intel,14.3,Underrepresented_minorities,All Workers
HPE,14.6,Underrepresented_minorities,All Workers
Square,15.4,Underrepresented_minorities,All Workers
Intuit,15.8,Underrepresented_minorities,All Workers
PayPal,16.4,Underrepresented_minorities,All Workers
Lyft,17.5,Underrepresented_minorities,All Workers
Sanmina,18.8,Underrepresented_minorities,All Workers
View,22.8,Underrepresented_minorities,All Workers
Apple,24.4,Underrepresented_minorities,All Workers
eBay,2.8,Hispanic_or_Latino,Executives-Managers-Professionals
Nvidia,2.9,Hispanic_or_Latino,Executives-Managers-Professionals
Uber,3.3,Hispanic_or_Latino,Executives-Managers-Professionals
Pinterest,3.6,Hispanic_or_Latino,Executives-Managers-Professionals
Salesforce,3.8,Hispanic_or_Latino,Executives-Managers-Professionals
Square,3.8,Hispanic_or_Latino,Executives-Managers-Professionals
Twitter,4.1,Hispanic_or_Latino,Executives-Managers-Professionals
PayPal,4.1,Hispanic_or_Latino,Executives-Managers-Professionals
Facebook,4.1,Hispanic_or_Latino,Executives-Managers-Professionals
NetApp,4.2,Hispanic_or_Latino,Executives-Managers-Professionals
Adobe,4.3,Hispanic_or_Latino,Executives-Managers-Professionals
Google,4.7,Hispanic_or_Latino,Executives-Managers-Professionals
Cisco,4.7,Hispanic_or_Latino,Executives-Managers-Professionals
LinkedIn,4.7,Hispanic_or_Latino,Executives-Managers-Professionals
MobileIron,4.9,Hispanic_or_Latino,Executives-Managers-Professionals
Airbnb,5.2,Hispanic_or_Latino,Executives-Managers-Professionals
Apple,5.5,Hispanic_or_Latino,Executives-Managers-Professionals
23andMe,5.6,Hispanic_or_Latino,Executives-Managers-Professionals
HPE,5.6,Hispanic_or_Latino,Executives-Managers-Professionals
Intuit,5.7,Hispanic_or_Latino,Executives-Managers-Professionals
View,5.9,Hispanic_or_Latino,Executives-Managers-Professionals
Intel,6.3,Hispanic_or_Latino,Executives-Managers-Professionals
Lyft,6.4,Hispanic_or_Latino,Executives-Managers-Professionals
HP Inc.,6.8,Hispanic_or_Latino,Executives-Managers-Professionals
Sanmina,8,Hispanic_or_Latino,Executives-Managers-Professionals
Nvidia,43.4,White,Executives-Managers-Professionals
eBay,45.4,White,Executives-Managers-Professionals
Pinterest,46,White,Executives-Managers-Professionals
Intel,46.7,White,Executives-Managers-Professionals
LinkedIn,47,White,Executives-Managers-Professionals
MobileIron,47.1,White,Executives-Managers-Professionals
PayPal,49.7,White,Executives-Managers-Professionals
Cisco,50.3,White,Executives-Managers-Professionals
Facebook,50.3,White,Executives-Managers-Professionals
Intuit,52.8,White,Executives-Managers-Professionals
Uber,53.7,White,Executives-Managers-Professionals
Airbnb,54.1,White,Executives-Managers-Professionals
Apple,54.2,White,Executives-Managers-Professionals
Google,56,White,Executives-Managers-Professionals
Twitter,56.6,White,Executives-Managers-Professionals
View,56.9,White,Executives-Managers-Professionals
NetApp,60.5,White,Executives-Managers-Professionals
Salesforce,61.4,White,Executives-Managers-Professionals
Square,61.9,White,Executives-Managers-Professionals
Lyft,62.3,White,Executives-Managers-Professionals
Adobe,63.4,White,Executives-Managers-Professionals
23andMe,64.5,White,Executives-Managers-Professionals
Sanmina,70,White,Executives-Managers-Professionals
HPE,72.6,White,Executives-Managers-Professionals
HP Inc.,73.7,White,Executives-Managers-Professionals
Nvidia,1,Black_or_African_American,Executives-Managers-Professionals
eBay,1.2,Black_or_African_American,Executives-Managers-Professionals
Adobe,1.4,Black_or_African_American,Executives-Managers-Professionals
23andMe,1.6,Black_or_African_American,Executives-Managers-Professionals
Square,1.7,Black_or_African_American,Executives-Managers-Professionals
LinkedIn,2,Black_or_African_American,Executives-Managers-Professionals
Google,2,Black_or_African_American,Executives-Managers-Professionals
MobileIron,2,Black_or_African_American,Executives-Managers-Professionals
Facebook,2.1,Black_or_African_American,Executives-Managers-Professionals
Uber,2.2,Black_or_African_American,Executives-Managers-Professionals
Salesforce,2.2,Black_or_African_American,Executives-Managers-Professionals
Apple,2.2,Black_or_African_American,Executives-Managers-Professionals
Twitter,2.3,Black_or_African_American,Executives-Managers-Professionals
Pinterest,2.3,Black_or_African_American,Executives-Managers-Professionals
Intuit,2.3,Black_or_African_American,Executives-Managers-Professionals
View,2.5,Black_or_African_American,Executives-Managers-Professionals
Airbnb,2.8,Black_or_African_American,Executives-Managers-Professionals
Lyft,2.9,Black_or_African_American,Executives-Managers-Professionals
HP Inc.,3,Black_or_African_American,Executives-Managers-Professionals
PayPal,3.1,Black_or_African_American,Executives-Managers-Professionals
NetApp,3.2,Black_or_African_American,Executives-Managers-Professionals
Sanmina,3.4,Black_or_African_American,Executives-Managers-Professionals
Cisco,3.4,Black_or_African_American,Executives-Managers-Professionals
Intel,3.4,Black_or_African_American,Executives-Managers-Professionals
HPE,6,Black_or_African_American,Executives-Managers-Professionals
HPE,14.4,Asian,Executives-Managers-Professionals
HP Inc.,15,Asian,Executives-Managers-Professionals
Sanmina,17.6,Asian,Executives-Managers-Professionals
23andMe,23.9,Asian,Executives-Managers-Professionals
Lyft,24.8,Asian,Executives-Managers-Professionals
Square,28.5,Asian,Executives-Managers-Professionals
Adobe,29.4,Asian,Executives-Managers-Professionals
Salesforce,30.1,Asian,Executives-Managers-Professionals
NetApp,30.4,Asian,Executives-Managers-Professionals
View,30.7,Asian,Executives-Managers-Professionals
Twitter,34.3,Asian,Executives-Managers-Professionals
Airbnb,35.2,Asian,Executives-Managers-Professionals
Google,35.2,Asian,Executives-Managers-Professionals
Intuit,36.5,Asian,Executives-Managers-Professionals
Apple,36.6,Asian,Executives-Managers-Professionals
Uber,37.9,Asian,Executives-Managers-Professionals
Cisco,40.4,Asian,Executives-Managers-Professionals
Facebook,40.5,Asian,Executives-Managers-Professionals
Intel,41.6,Asian,Executives-Managers-Professionals
PayPal,42.1,Asian,Executives-Managers-Professionals
Pinterest,43.3,Asian,Executives-Managers-Professionals
LinkedIn,43.9,Asian,Executives-Managers-Professionals
MobileIron,44.4,Asian,Executives-Managers-Professionals
eBay,49.5,Asian,Executives-Managers-Professionals
Nvidia,52.1,Asian,Executives-Managers-Professionals
Nvidia,16.5,Female_total,Executives-Managers-Professionals
View,18.3,Female_total,Executives-Managers-Professionals
NetApp,25.3,Female_total,Executives-Managers-Professionals
Cisco,25.4,Female_total,Executives-Managers-Professionals
Apple,25.9,Female_total,Executives-Managers-Professionals
Intel,26.6,Female_total,Executives-Managers-Professionals
Uber,27,Female_total,Executives-Managers-Professionals
Google,27.1,Female_total,Executives-Managers-Professionals
Facebook,29.5,Female_total,Executives-Managers-Professionals
Square,30.4,Female_total,Executives-Managers-Professionals
Sanmina,30.6,Female_total,Executives-Managers-Professionals
Twitter,31.1,Female_total,Executives-Managers-Professionals
Adobe,31.6,Female_total,Executives-Managers-Professionals
Salesforce,31.6,Female_total,Executives-Managers-Professionals
eBay,32.2,Female_total,Executives-Managers-Professionals
HPE,32.3,Female_total,Executives-Managers-Professionals
HP Inc.,32.4,Female_total,Executives-Managers-Professionals
MobileIron,33.3,Female_total,Executives-Managers-Professionals
PayPal,35,Female_total,Executives-Managers-Professionals
LinkedIn,37.2,Female_total,Executives-Managers-Professionals
Lyft,37.2,Female_total,Executives-Managers-Professionals
Intuit,38.4,Female_total,Executives-Managers-Professionals
Airbnb,39.6,Female_total,Executives-Managers-Professionals
Pinterest,40.6,Female_total,Executives-Managers-Professionals
23andMe,43,Female_total,Executives-Managers-Professionals
Nvidia,4.6,White_female,Executives-Managers-Professionals
View,7.4,White_female,Executives-Managers-Professionals
Intel,10.5,White_female,Executives-Managers-Professionals
MobileIron,10.8,White_female,Executives-Managers-Professionals
Cisco,11.3,White_female,Executives-Managers-Professionals
NetApp,12.7,White_female,Executives-Managers-Professionals
Apple,13,White_female,Executives-Managers-Professionals
Google,13.2,White_female,Executives-Managers-Professionals
Facebook,13.4,White_female,Executives-Managers-Professionals
Uber,14.3,White_female,Executives-Managers-Professionals
eBay,14.5,White_female,Executives-Managers-Professionals
Square,16.1,White_female,Executives-Managers-Professionals
Twitter,16.8,White_female,Executives-Managers-Professionals
Adobe,17.1,White_female,Executives-Managers-Professionals
PayPal,17.2,White_female,Executives-Managers-Professionals
LinkedIn,18.2,White_female,Executives-Managers-Professionals
Salesforce,18.8,White_female,Executives-Managers-Professionals
Sanmina,19.6,White_female,Executives-Managers-Professionals
Intuit,19.8,White_female,Executives-Managers-Professionals
Pinterest,20.4,White_female,Executives-Managers-Professionals
Airbnb,21.3,White_female,Executives-Managers-Professionals
HP Inc.,22.6,White_female,Executives-Managers-Professionals
HPE,22.9,White_female,Executives-Managers-Professionals
Lyft,24.2,White_female,Executives-Managers-Professionals
23andMe,24.7,White_female,Executives-Managers-Professionals
HPE,4.5,Asian_female,Executives-Managers-Professionals
HP Inc.,5.4,Asian_female,Executives-Managers-Professionals
Sanmina,6.8,Asian_female,Executives-Managers-Professionals
Lyft,8,Asian_female,Executives-Managers-Professionals
NetApp,9.6,Asian_female,Executives-Managers-Professionals
Uber,9.6,Asian_female,Executives-Managers-Professionals
Salesforce,9.7,Asian_female,Executives-Managers-Professionals
View,9.9,Asian_female,Executives-Managers-Professionals
Apple,10,Asian_female,Executives-Managers-Professionals
Square,10.6,Asian_female,Executives-Managers-Professionals
Twitter,10.8,Asian_female,Executives-Managers-Professionals
Google,11,Asian_female,Executives-Managers-Professionals
Nvidia,11,Asian_female,Executives-Managers-Professionals
Cisco,11.2,Asian_female,Executives-Managers-Professionals
Adobe,11.5,Asian_female,Executives-Managers-Professionals
Intel,12.6,Asian_female,Executives-Managers-Professionals
23andMe,12.7,Asian_female,Executives-Managers-Professionals
Facebook,12.7,Asian_female,Executives-Managers-Professionals
Airbnb,13.4,Asian_female,Executives-Managers-Professionals
Intuit,14.3,Asian_female,Executives-Managers-Professionals
PayPal,14.6,Asian_female,Executives-Managers-Professionals
LinkedIn,15.1,Asian_female,Executives-Managers-Professionals
eBay,15.5,Asian_female,Executives-Managers-Professionals
Pinterest,15.6,Asian_female,Executives-Managers-Professionals
MobileIron,19.9,Asian_female,Executives-Managers-Professionals
Nvidia,0.3,Black_or_African_American_female,Executives-Managers-Professionals
eBay,0.5,Black_or_African_American_female,Executives-Managers-Professionals
View,0.5,Black_or_African_American_female,Executives-Managers-Professionals
Adobe,0.5,Black_or_African_American_female,Executives-Managers-Professionals
MobileIron,0.7,Black_or_African_American_female,Executives-Managers-Professionals
Square,0.7,Black_or_African_American_female,Executives-Managers-Professionals
Twitter,0.8,Black_or_African_American_female,Executives-Managers-Professionals
Salesforce,0.8,Black_or_African_American_female,Executives-Managers-Professionals
LinkedIn,0.8,Black_or_African_American_female,Executives-Managers-Professionals
Google,0.8,Black_or_African_American_female,Executives-Managers-Professionals
Facebook,0.8,Black_or_African_American_female,Executives-Managers-Professionals
Apple,0.8,Black_or_African_American_female,Executives-Managers-Professionals
23andMe,0.8,Black_or_African_American_female,Executives-Managers-Professionals
Intel,0.9,Black_or_African_American_female,Executives-Managers-Professionals
Uber,0.9,Black_or_African_American_female,Executives-Managers-Professionals
Lyft,1,Black_or_African_American_female,Executives-Managers-Professionals
Pinterest,1,Black_or_African_American_female,Executives-Managers-Professionals
Intuit,1.1,Black_or_African_American_female,Executives-Managers-Professionals
NetApp,1.1,Black_or_African_American_female,Executives-Managers-Professionals
Airbnb,1.2,Black_or_African_American_female,Executives-Managers-Professionals
Cisco,1.2,Black_or_African_American_female,Executives-Managers-Professionals
PayPal,1.2,Black_or_African_American_female,Executives-Managers-Professionals
HP Inc.,1.4,Black_or_African_American_female,Executives-Managers-Professionals
Sanmina,1.4,Black_or_African_American_female,Executives-Managers-Professionals
HPE,2.6,Black_or_African_American_female,Executives-Managers-Professionals
View,0.5,Hispanic_or_Latino_female,Executives-Managers-Professionals
Nvidia,0.6,Hispanic_or_Latino_female,Executives-Managers-Professionals
eBay,1.2,Hispanic_or_Latino_female,Executives-Managers-Professionals
Uber,1.2,Hispanic_or_Latino_female,Executives-Managers-Professionals
MobileIron,1.2,Hispanic_or_Latino_female,Executives-Managers-Professionals
Salesforce,1.3,Hispanic_or_Latino_female,Executives-Managers-Professionals
Google,1.3,Hispanic_or_Latino_female,Executives-Managers-Professionals
Cisco,1.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
NetApp,1.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
Twitter,1.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
PayPal,1.6,Hispanic_or_Latino_female,Executives-Managers-Professionals
Facebook,1.6,Hispanic_or_Latino_female,Executives-Managers-Professionals
Square,1.7,Hispanic_or_Latino_female,Executives-Managers-Professionals
Pinterest,1.7,Hispanic_or_Latino_female,Executives-Managers-Professionals
Intel,1.7,Hispanic_or_Latino_female,Executives-Managers-Professionals
HPE,1.7,Hispanic_or_Latino_female,Executives-Managers-Professionals
Apple,1.7,Hispanic_or_Latino_female,Executives-Managers-Professionals
Intuit,1.9,Hispanic_or_Latino_female,Executives-Managers-Professionals
Adobe,2,Hispanic_or_Latino_female,Executives-Managers-Professionals
LinkedIn,2.2,Hispanic_or_Latino_female,Executives-Managers-Professionals
23andMe,2.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
Lyft,2.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
Sanmina,2.4,Hispanic_or_Latino_female,Executives-Managers-Professionals
HP Inc.,2.5,Hispanic_or_Latino_female,Executives-Managers-Professionals
Airbnb,2.8,Hispanic_or_Latino_female,Executives-Managers-Professionals
HPE,9.4,Women_of_color,Executives-Managers-Professionals
HP Inc.,9.8,Women_of_color,Executives-Managers-Professionals
View,10.9,Women_of_color,Executives-Managers-Professionals
Sanmina,11.1,Women_of_color,Executives-Managers-Professionals
Nvidia,11.9,Women_of_color,Executives-Managers-Professionals
NetApp,12.6,Women_of_color,Executives-Managers-Professionals
Uber,12.7,Women_of_color,Executives-Managers-Professionals
Salesforce,12.8,Women_of_color,Executives-Managers-Professionals
Apple,13,Women_of_color,Executives-Managers-Professionals
Lyft,13,Women_of_color,Executives-Managers-Professionals
Google,13.9,Women_of_color,Executives-Managers-Professionals
Cisco,14.1,Women_of_color,Executives-Managers-Professionals
Square,14.3,Women_of_color,Executives-Managers-Professionals
Twitter,14.3,Women_of_color,Executives-Managers-Professionals
Adobe,14.5,Women_of_color,Executives-Managers-Professionals
Intel,16.1,Women_of_color,Executives-Managers-Professionals
Facebook,16.2,Women_of_color,Executives-Managers-Professionals
eBay,17.7,Women_of_color,Executives-Managers-Professionals
PayPal,17.8,Women_of_color,Executives-Managers-Professionals
23andMe,18.3,Women_of_color,Executives-Managers-Professionals
Airbnb,18.3,Women_of_color,Executives-Managers-Professionals
Intuit,18.5,Women_of_color,Executives-Managers-Professionals
LinkedIn,19,Women_of_color,Executives-Managers-Professionals
Pinterest,20.2,Women_of_color,Executives-Managers-Professionals
